lote_id,fecha,mes,sku,producto,categoria,unidades_planeadas,unidades_producidas,merma_pct,cumplimiento_plan_pct,turno,linea,es_sin_gluten,gluten_ppm,estado_calidad,costo_lote_cop,vida_util_dias
L-8044,2026-08-26,2026-08,HAR-ALM,Harina de Almendra,Avena & Harinas,1327,1324,0.2,99.8,Tarde,Línea 3 · Cremas,True,9.0,Aprobado,20389600,274
L-8045,2026-08-26,2026-08,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1780,1732,2.69,97.3,Tarde,Línea 3 · Cremas,True,5.3,Aprobado,28404800,284
L-8046,2026-08-27,2026-08,GRA-VAN,Vanilla Shortbread,GranOLAS,1270,1212,4.49,95.4,Tarde,Línea 1 · Hornos,True,2.0,Aprobado,17089200,348
L-8047,2026-08-27,2026-08,COM-ROMP,Rompecabezas,Combos,1876,1775,5.38,94.6,Mañana,Línea 1 · Hornos,False,,Aprobado,79875000,291
L-8048,2026-08-27,2026-08,HAR-ALM,Harina de Almendra,Avena & Harinas,1703,1652,2.99,97.0,Mañana,Línea 3 · Cremas,True,0.7,Aprobado,25440800,331
L-8049,2026-08-27,2026-08,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1688,1684,0.2,99.8,Tarde,Línea 3 · Cremas,True,2.2,Aprobado,20881600,270
L-8050,2026-08-27,2026-08,COM-WAF,Mini Wafflera,Combos,2035,2030,0.2,99.8,Tarde,Línea 2 · Molienda,False,,Aprobado,117740000,352
L-8051,2026-08-28,2026-08,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1880,1835,2.38,97.6,Mañana,Línea 1 · Hornos,True,9.7,Aprobado,21653000,361
L-8052,2026-08-28,2026-08,COM-3SPR,Three Pack Spread,Combos,1348,1328,1.42,98.5,Mañana,Línea 2 · Molienda,True,3.5,Aprobado,79016000,364
L-8053,2026-08-28,2026-08,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1892,1853,2.06,97.9,Tarde,Línea 2 · Molienda,True,3.9,Aprobado,22977200,354
L-8054,2026-08-28,2026-08,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1508,1471,2.4,97.5,Tarde,Línea 3 · Cremas,True,10.9,Aprobado,29272900,320
L-8055,2026-08-28,2026-08,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1410,1365,3.13,96.8,Mañana,Línea 3 · Cremas,True,2.8,Aprobado,16107000,192
L-8056,2026-08-31,2026-08,HAR-AVE,Harina de Avena,Avena & Harinas,1663,1586,4.62,95.4,Mañana,Línea 3 · Cremas,True,1.8,Aprobado,18397600,273
L-8057,2026-08-31,2026-08,COM-ROMP,Rompecabezas,Combos,2323,2214,4.65,95.3,Mañana,Línea 2 · Molienda,False,,Aprobado,99630000,286
